merchant_id,merchant_name,merchant_category,location_zip,years_in_business,avg_transaction_value,chargeback_rate,risk_tier
Merch_15086,Trade-Co,Services,Unknown,4,95.26,0.016,Low
Merch_15087,"Morris, Gonzalez And Nguyen",Unknown,Unknown,9,$8.43,0.0138,Medium
Merch_15088,Collins-Houston,Services,27452,0,92.53,0.0144,Medium
Merch_15089,Morrow Llc,Digital,73653,14,44.41,0.0219,Low
Merch_15090,"Sanchez, Steele And Cook",Services,46574,3,67.27,0.014,Medium
Merch_15091,Wilson Inc,Unknown,3375,2,62.47,0.0345,Low
Merch_15092,"Walton, Bradford And Perez",Unknown,04916,5,93.96,0.0385,Low
Merch_15093,"Merritt, Lawrence And Willis",Retail,60055,2,50.55,0.0453,Unknown
Merch_15094,Johnson-Ruiz,Services,16988,9,70.13,1.08%,Medium
Merch_15095,Church-Bishop,Wholesale,68419,Unknown,192.8,0.0028,Low
Merch_15096,"Nichols, Adams And Rodriguez",Manufacturing,Abc12,5,17.79,0.0296,Low
Merch_15097,Rivera-Booker,Manufacturing,1681,15,107.19,0.007,Medium
Merch_15098,Supply-Partners,Manufacturing,17874,-1,86.75,0.0076,Medium
Merch_15099,Moore-Barnett,Manufacturing,90886,0,$28.75,0.0269,Low
Merch_15100,"Nelson, Neal And Mitchell",Digital,07592,0,$32.98,0.0194,Medium
Merch_15101,"Gray, Thomas And Flores",Retail,16306,8,60.49,0.0111,Medium
Merch_15102,"Benson, Johnson And Miller",Services,83125,3,-7.94,2.97%,Low
Merch_15103,Zimmerman Group,Services,2546,1,$167.11,0.0244,Low
Merch_15104,"Perry, Collins And Burton",Unknown,11784Extra,12,$200.18,0.0102,Low
Merch_15105,"Rollins, Gonzalez And Shaw",Retail,50624,-1,-4.68,0.0153,Low
Merch_15106,"Foster, Barrett And Green",Services,58348,7,$13.48,0.0123,Low
Merch_15107,Bass And Sons,Digital,39098,9,48.06,0.0364,High
Merch_15108,Burch-Webb,Digital,Abc12,3,16.99,0.0081,Medium
Merch_15109,"Pierce, Black And Bradford",Services,9796,10,120.23,0.0259,Low
Merch_15110,Thomas-Williams,Retail,00755,1 Years,2.46,2.0%,Low
Merch_15111,"Rogers, Jackson And Richardson",Wholesale,3165,7,62.23,0.0045,Low
Merch_15112,"Kline, Suarez And Williams",Manufacturing,13920Extra,15,502.65,0.0148,Low
Merch_15113,Biz-Corp,Manufacturing,50576,1,137.58,0.0363,Medium
Merch_15114,"Watson, Robles And Copeland",Wholesale,51508,7,32.13,0.0163,Medium
Merch_15115,"Martin, Hernandez And Pratt",Manufacturing,80034,4,22.99,0.0146,Low
Merch_15116,Solis-Wells,Retail,Unknown,0,Unknown,Unknown,Low
Merch_15117,Mooney-Dominguez,Unknown,61801,3,3.18,0.0165,Unknown
Merch_15118,"Robinson, Lane And Escobar",Digital,69309Extra,3,72.57,0.0449,Low
Merch_15119,Edwards And Sons,Retail,31119,6,28.45,0.0194,Unknown
Merch_15120,"Smith, Douglas And Hodges",Wholesale,24493,Unknown,$83.19,0.0174,Low
Merch_15121,Middleton-Williams,Unknown,26397Extra,Unknown,29.42,1.62%,Low
Merch_15122,Small Plc,Services,Abc12,3,103.19,0.0118,High
Merch_15123,Berry Llc,Unknown,09608,13,402.94,0.0205,Low
Merch_15124,Walker Plc,Manufacturing,40672,5,42.78,0.0214,Medium
Merch_15125,"Logan, Duncan And Fields",Manufacturing,Unknown,Unknown,355.34,0.0069,Medium
Merch_15126,Nash Inc,Retail,90674,2,$33.46,0.0145,Unknown
Merch_15127,"Meyer, Cameron And Medina",Unknown,12153,1,-10.38,0.6906,Low
Merch_15128,Biz-Corp,Digital,39543,0,83.68,0.0311,Unknown
Merch_15129,Roberts And Sons,Unknown,3654,17,151.24,0.0057,Low
Merch_15130,Copeland-Johnson,Wholesale,36397,5,40.66,0.0125,Medium
Merch_15131,Comp&Ny Inc,Unknown,06188,Unknown,292.34,Unknown,Low
Merch_15132,"Martin, Vega And Hayes",Services,86743,18 Years,21.24,0.0135,Low
Merch_15133,Powers-Evans,Digital,Abc12,Unknown,$333.47,0.0221,Low
Merch_15134,Garcia-Holland,Unknown,99942,0,$17.62,0.0387,Low
Merch_15135,"Knight, Stokes And Martin",Unknown,48279,8,$73.91,0.0449,Low
Merch_15136,Rocha And Sons,Manufacturing,08473,0,89.93,0.002,Low
Merch_15137,James-Martin,Unknown,42346,0,80.46,Unknown,Low
Merch_15138,Campbell Ltd,Wholesale,8414,-6,$28.66,0.0257,Low
Merch_15139,"Hunt, Lopez And Patrick",Manufacturing,Abc12,Unknown,$135.79,0.0191,Medium
Merch_15140,Goods-Llc,Wholesale,12097Extra,3,18.35,0.0105,High
Merch_15141,Owens Plc,Unknown,48690,1,17.35,0.0399,Low
Merch_15142,Gomez Group,Digital,24233,3,350.27,0.0166,Low
Merch_15143,Smith Llc,Digital,37353,5,52.59,0.0392,Low
Merch_15144,"Duke, Mullins And Wang",Retail,47292,11,933.39,Unknown,Low
Merch_15145,Smith Plc,Manufacturing,29198,0,$2.74,Unknown,Low
Merch_15146,Roman Group,Wholesale,7792,2,7.44,0.0025,Low
Merch_15147,Mathis Llc,Manufacturing,5906,1,-8.49,0.0019,Low
Merch_15148,Herrera Inc,Services,6616,1,238.84,0.0392,Low
Merch_15149,"Thompson, Hanson And Garrett",Unknown,12541,3,$35.23,0.0176,Medium
Merch_15150,"Munoz, Walters And Buchanan",Services,Abc12,-2,28.67,0.014,Low
Merch_15151,"Meyer, Gomez And Davis",Unknown,00610,0,107.61,0.0192,Medium
Merch_15152,Goods-Llc,Other,38660,2,18.69,0.0189,Unknown
Merch_15153,West-Campbell,Digital,79882,3,$16.4,0.0099,Medium
Merch_15154,Rios-Reynolds,Retail,99756,6,33.26,0.0124,Low
Merch_15155,"Lewis, Gross And Anderson",Retail,90195,29,1709.32,0.011,Low
Merch_15156,Mccoy-Clay,Services,Abc12,8,70.97,0.0269,Low
Merch_15157,"Bradley, Chapman And Rogers",Unknown,20009Extra,0,145.7,2.63%,Low
Merch_15158,"Lee, Lawrence And Larsen",Unknown,35778,0,16.55,0.0313,Medium
Merch_15159,"Brown, Reese And Murillo",Unknown,Abc12,0,25.65,0.0124,Low
Merch_15160,Mcdonald Group,Digital,13809,-3,Unknown,0.0331,Low
Merch_15161,Morrison-Butler,Unknown,29543,2,68.55,0.0445,Low
Merch_15162,Love Group,Unknown,08114,2,57.77,0.014,Low
Merch_15163,"Kennedy, Abbott And Obrien",Digital,81970,0,138.32,0.0289,Low
Merch_15164,Johnson Group,Manufacturing,54198,7,$22.25,0.0253,Unknown
Merch_15165,Supply-Partners,Unknown,96252,Unknown,156.27,0.0177,Low
Merch_15166,Martin-Miller,Retail,91230,1,40.9,0.0215,Low
Merch_15167,Harper-Jones,Digital,80050Extra,13,Unknown,0.0101,Medium
Merch_15168,Jackson-Landry,Digital,51740,0 Years,-7.23,0.0104,Medium
Merch_15169,Bowen And Sons,Wholesale,73834,18,Unknown,0.0225,Low
Merch_15170,"Bryant, Miller And Brown",Unknown,2765,2,$153.97,0.0151,Medium
Merch_15171,Martinez-Moore,Unknown,82732,10,28.9,0.0089,Medium
Merch_15172,Williams-Orr,Manufacturing,95663,14,190.32,0.0123,Low
Merch_15173,Landry Ltd,Other,78604,Unknown,18.74,0.023,Low
Merch_15174,"Mahoney, Thompson And Conner",Unknown,12962,10,107.28,Unknown,Medium
Merch_15175,Biz-Corp,Services,2447,2,48.6,0.0328,Low
Merch_15176,Comp&Ny Inc,Unknown,Abc12,Unknown,14.8,0.0153,Low
Merch_15177,"Nelson, Simpson And Morgan",Unknown,40577,Unknown,$21.24,0.0022,Medium
Merch_15178,Goods-Llc,Services,53680,1,30.35,0.0188,Unknown
Merch_15179,Jensen-Hill,Retail,Unknown,2,6.85,0.0116,Low
Merch_15180,Supply-Partners,Retail,Abc12,10,28.55,0.0491,Medium
Merch_15181,"Wilson, Phillips And Schmitt",Unknown,22451,4,121.7,0.0312,Low
Merch_15182,Walker-Walker,Wholesale,4191,4,$12.82,0.0348,Low
Merch_15183,Shaw-Evans,Digital,Unknown,Unknown,Unknown,0.0041,Low
Merch_15184,Porter-Williams,Unknown,01013,4,37.11,0.0161,Low
Merch_15185,Hill Llc,Unknown,45778,17,618.22,0.0078,Low
Merch_15186,Bolton-Thomas,Unknown,79547,4,$77.46,0.0179,Low
Merch_15187,Irwin-Mueller,Manufacturing,33160,Unknown,Unknown,0.0179,Low
Merch_15188,"Harrington, Le And Scott",Unknown,16537,4,28.83,0.0048,Low
Merch_15189,Pearson-Rogers,Other,Unknown,5,5.03,0.0093,Medium
Merch_15190,Christian-Murray,Digital,51121,6,$14.96,Unknown,Low
Merch_15191,Marshall And Sons,Services,41120,7,$25.24,Unknown,Low
Merch_15192,"White, Floyd And Mccarty",Services,33408,3,38.63,0.0117,Medium
Merch_15193,Shaw Plc,Unknown,75767Extra,2,60.7,0.0261,Low
Merch_15194,Cunningham Llc,Unknown,Unknown,Unknown,129.77,0.0087,Low
Merch_15195,Dawson-Evans,Retail,20535,2,51.48,0.0144,Medium
Merch_15196,"Woodward, Adams And Olson",Unknown,27175,11,21.37,0.0285,Low
Merch_15197,Comp&Ny Inc,Unknown,Unknown,3,129.42,Unknown,Low
Merch_15198,Hutchinson Group,Unknown,81993,4,$157.68,0.0339,Low
Merch_15199,"Bailey, Henry And Mcdonald",Unknown,01390,3,145.54,0.0193,Medium
Merch_15200,"Ortiz, Burnett And Evans",Unknown,43124,6,82.74,0.0294,Low
Merch_15201,Nichols-Alvarado,Digital,57702,Unknown,$44.89,Unknown,Low
Merch_15202,Jarvis Ltd,Manufacturing,58660,0,12.61,0.008,Low
Merch_15203,Trade-Co,Retail,62921,1,7.66,0.0252,Low
Merch_15204,"Brown, Scott And Kelley",Retail,36474,0,65.43,0.0029,Medium
Merch_15205,Patterson Inc,Unknown,57915,0,77.7,0.0083,Low
Merch_15206,Butler Llc,Manufacturing,3638,-1,11.44,3.96%,Low
Merch_15207,Mitchell-Garcia,Unknown,86809,5,66.68,0.0136,Low
Merch_15208,"Nash, Stephens And Sweeney",Retail,20762,7 Years,838.15,0.0525,Medium
Merch_15209,Comp&Ny Inc,Unknown,21298Extra,0,165.93,0.0125,Low
Merch_15210,"Kidd, Robertson And Harris",Manufacturing,06454,15,21.42,0.0268,Low
Merch_15211,Thompson-Obrien,Wholesale,Unknown,1 Years,40.8,0.0135,Low
Merch_15212,"English, Davis And Hall",Retail,46535Extra,10,111.4,0.0284,Medium
Merch_15213,Savage-Martin,Unknown,Abc12,7 Years,15.74,0.0069,Low
Merch_15214,Espinoza-Stuart,Retail,96700,4,125.96,0.0178,Medium
Merch_15215,Garner-Welch,Unknown,41605,11,Unknown,0.0136,Low
Merch_15216,Mack Plc,Services,45921,6,13.08,0.0177,Low
Merch_15217,"Graves, Romero And Mccormick",Retail,86591Extra,4,6.49,0.0223,Medium
Merch_15218,Holt Ltd,Retail,63828,30,$139.62,Unknown,Low
Merch_15219,"Cunningham, Jackson And Howe",Manufacturing,77057,3,18.58,0.0048,Low
Merch_15220,Goods-Llc,Wholesale,30620,Unknown,$237.29,0.0184,Low
Merch_15221,"Williams, Chan And Johnson",Unknown,61457,15,3.95,0.0266,Low
Merch_15222,"Coffey, Gay And Harris",Unknown,Abc12,8,$18.98,0.0441,Medium
Merch_15223,Brown-Cole,Manufacturing,Unknown,1,62.36,0.018,Medium
Merch_15224,Tucker Plc,Unknown,66926,3,2.78,0.0466,Low
Merch_15225,Moore Group,Services,Abc12,6,305.84,Unknown,Low
Merch_15226,"Simmons, Simpson And Chavez",Retail,12625,8,26.0,Unknown,Medium
Merch_15227,Jones Llc,Digital,22070,Unknown,6.2,0.0131,Unknown
Merch_15228,Odonnell Ltd,Digital,54103,2,84.13,0.0238,Medium
Merch_15229,"Berger, Roberts And Larson",Unknown,5479,11 Years,$91.3,Unknown,Low
Merch_15230,Cameron Inc,Unknown,73069Extra,2,10.11,0.07,Low
Merch_15231,"Mcdaniel, Scott And Richardson",Services,34578,1,57.43,0.0086,Low
Merch_15232,Supply-Partners,Unknown,20586,1,Unknown,0.025,Low
Merch_15233,Elliott-Davis,Digital,29345,1,8.07,0.7811,Low
Merch_15234,"Wong, Murray And Mcclure",Wholesale,62335,0,25.87,0.0189,Medium
Merch_15235,"Johnson, Nguyen And Jackson",Manufacturing,94601,2,431.79,0.0161,Low
Merch_15236,"Melendez, Davis And Meyer",Unknown,61970,2,4.85,0.0192,Low
Merch_15237,"Moore, Nielsen And Blackburn",Digital,67473,11,294.14,0.0139,Medium
Merch_15238,Ortiz Ltd,Digital,25195,1,469.98,0.0441,Medium
Merch_15239,Young-Hogan,Retail,2882,2,11.87,0.0367,Low
Merch_15240,Webb-Jackson,Wholesale,Abc12,11,174.95,0.0052,Low
Merch_15241,Wilson Plc,Retail,04283,10,432.23,0.4448,Medium
Merch_15242,"Campbell, Lyons And Harris",Manufacturing,12000,5,$49.92,0.0111,Low
Merch_15243,Supply-Partners,Manufacturing,2431,Unknown,10.02,Unknown,Medium
Merch_15244,Bradshaw-Harrison,Services,13799,1,67.17,0.0508,Low
Merch_15245,"Andrews, Smith And Figueroa",Manufacturing,79488,13,75.61,0.0179,Low
Merch_15246,Clark Llc,Wholesale,17820,24,Unknown,Unknown,Medium
Merch_15247,Rivera Inc,Unknown,14675,3,70.68,Unknown,Medium
Merch_15248,Lewis-Adkins,Manufacturing,43259,2,239.65,0.0257,Low
Merch_15249,"Thomas, Wiley And Mendoza",Wholesale,Abc12,5,$265.75,0.0286,Medium
Merch_15250,Young-Lee,Retail,38049,6,238.1,0.0037,High
Merch_15251,Lopez-Wilson,Other,47753,6,384.58,0.196,Medium
Merch_15252,Young-Perez,Digital,91138Extra,11 Years,47.21,0.0228,Low
Merch_15253,Sullivan-Cunningham,Manufacturing,44799,Unknown,11.91,0.0518,Low
Merch_15254,Waters Plc,Wholesale,05065,3,Unknown,0.0207,Low
Merch_15255,Thornton-Burnett,Manufacturing,Abc12,0,Unknown,0.0041,Medium
Merch_15256,Nelson And Sons,Digital,Abc12,1,2.5,1.32%,High
Merch_15257,"Hoover, Smith And Figueroa",Services,04201,1,520.74,0.0274,High
Merch_15258,"Wright, Hall And Lopez",Services,96164,4,7.46,0.025,Low
Merch_15259,Comp&Ny Inc,Digital,86827,9,5.58,0.83%,Low
Merch_15260,Salinas Llc,Services,Abc12,5,8.01,0.0059,Low
Merch_15261,Davis-Hernandez,Wholesale,91552Extra,1,276.03,Unknown,Medium
Merch_15262,Baker And Sons,Retail,Abc12,2,$6.21,0.033,Low
Merch_15263,"Collins, Wright And Cook",Digital,06653,3,471.64,0.0449,Low
Merch_15264,Bailey-Martin,Services,Abc12,6,109.8,0.0377,Low
Merch_15265,Wagner-Dillon,Services,78225,2,Unknown,0.0328,Low
Merch_15266,Supply-Partners,Retail,16899,15,92.83,0.0213,Low
Merch_15267,Webb Llc,Manufacturing,27622Extra,2,-10.52,0.0033,Low
Merch_15268,"Myers, Ramirez And Barton",Retail,Abc12,3,Unknown,0.0049,Low
Merch_15269,Calderon-Cohen,Unknown,Abc12,2,Unknown,0.0018,Low
Merch_15270,Butler Plc,Wholesale,44338,0,$22.96,0.0102,Medium
Merch_15271,Reese And Sons,Unknown,74459,9,Unknown,0.0443,Low
Merch_15272,"Horton, Ewing And Daniels",Wholesale,14021,Unknown,138.24,0.0045,Low
Merch_15273,"Thompson, Nichols And Boone",Wholesale,2857,1,$51.59,0.7425,Low
Merch_15274,Davis Llc,Digital,57698,5,$215.65,1.32%,Low
Merch_15275,"Smith, Hardy And Wang",Wholesale,60225,3,60.34,0.0494,Medium
Merch_15276,Supply-Partners,Manufacturing,00920,7,57.69,0.0167,Low
Merch_15277,Reid-Jefferson,Manufacturing,55178,0,-13.35,0.0127,Low
Merch_15278,Goods-Llc,Digital,63371,0,40.38,0.0062,Low
Merch_15279,Bell-Hamilton,Wholesale,16883,15,52.86,0.0156,Low
Merch_15280,"Young, Lee And Perez",Unknown,99648Extra,3,$234.57,0.0263,Low
Merch_15281,Taylor Group,Other,Abc12,1,33.36,0.0064,Low
Merch_15282,"Walsh, Miller And Horne",Unknown,14419,0,7.29,4.11%,Low
Merch_15283,Gonzalez-Stevens,Unknown,02407,0,$80.28,0.009,Unknown
Merch_15284,Woods Plc,Services,84158,3,361.77,0.0214,Unknown
Merch_15285,Mcgee-Roberson,Digital,82248,0,47.26,0.0265,Low
Merch_15286,Santos-Stafford,Digital,87137Extra,6,14.09,0.0139,Medium
Merch_15287,Gonzalez-Atkins,Retail,Abc12,Unknown,31.46,Unknown,Low
Merch_15288,Steele-Garza,Digital,49215,Unknown,87.9,0.0052,Low
Merch_15289,"Combs, Boyd And Atkinson",Unknown,35243,2,68.38,0.0362,Low
Merch_15290,Comp&Ny Inc,Manufacturing,28259,2,102.56,0.009,Medium
Merch_15291,Comp&Ny Inc,Services,34476,9,20.74,0.0044,Low
Merch_15292,Scott-Lambert,Digital,18743,2,188.75,0.0116,Medium
Merch_15293,Estrada-Jones,Wholesale,Unknown,6,59.43,Unknown,Low
Merch_15294,"Rogers, Wagner And Burnett",Digital,43121,3,13.5,0.0175,Low
Merch_15295,Holden-Grant,Manufacturing,82503,1,21.66,0.0134,Low
Merch_15296,Kim-Clark,Retail,Abc12,1,99.55,0.0356,Low
Merch_15297,"Gilbert, Smith And Lewis",Manufacturing,18878,4,12.14,0.0173,Low
Merch_15298,Fernandez-Parker,Digital,70482,-9,37.4,0.0302,Low
Merch_15299,"Garcia, Johnson And Gutierrez",Unknown,88632,1,925.28,0.0138,Low
Merch_15300,"Harris, Wilson And Valentine",Unknown,4756,0,$15.96,0.0441,Low
Merch_15301,Richardson Inc,Digital,71313,1,145.48,0.0105,Medium
Merch_15302,"Johnson, Whitney And Sheppard",Retail,Abc12,1,87.73,0.9537,Low
Merch_15303,Roach Group,Unknown,16299Extra,-10,108.15,0.0528,Low
Merch_15304,Sanders And Sons,Digital,Unknown,16,50.38,0.0149,Medium
Merch_15305,Goods-Llc,Manufacturing,79127,3,312.05,0.0285,Unknown
Merch_15306,Shaffer-Clark,Unknown,88535,1,$12.94,0.0499,Unknown
Merch_15307,Mcclain-Green,Unknown,6280,7,9.99,Unknown,Low
Merch_15308,Anderson Group,Unknown,29047,0,21.35,0.009,Medium
Merch_15309,"Stanley, Torres And Coleman",Digital,56892,3,771.11,0.0386,Low
Merch_15310,"Alvarez, Bradley And Williams",Manufacturing,25707,3,581.6,0.0296,Unknown
Merch_15311,"Johnson, Pham And Ayers",Digital,40097,1,95.53,0.0133,Low
Merch_15312,Bush-Benjamin,Digital,77920,2,Unknown,0.0199,Medium
Merch_15313,Chan-Gray,Unknown,Unknown,15,19.14,0.0317,Low
Merch_15314,Henderson-Lane,Wholesale,3399,1,Unknown,0.0177,Unknown
Merch_15315,"Russell, King And Gibson",Manufacturing,04172,12 Years,18.36,0.021,Low
Merch_15316,Comp&Ny Inc,Unknown,09349,4,42.61,0.0076,Medium
Merch_15317,Trade-Co,Digital,28657,1,82.38,0.0092,Medium
Merch_15318,Russell-Carroll,Retail,01682,9,181.64,0.0146,Low
Merch_15319,Winters Group,Wholesale,Abc12,3,229.42,0.0008,Low
Merch_15320,Morrison Llc,Digital,Abc12,4,$47.41,0.0536,Low
Merch_15321,"Taylor, Alexander And Strong",Services,23939,0,11.12,0.0184,Medium
Merch_15322,Ray-Moss,Unknown,33050,3,151.12,0.0197,Low
Merch_15323,Hernandez-Obrien,Services,1725,16,117.48,0.0192,Medium
Merch_15324,"Allen, Nelson And Howell",Wholesale,05800,2,317.06,0.0114,Low
Merch_15325,"Raymond, Lucas And Richards",Unknown,Abc12,6,51.32,0.0147,High
Merch_15326,"Garcia, Vargas And Lawson",Services,9446,2,51.5,Unknown,Low
Merch_15327,Biz-Corp,Manufacturing,74431,2,97.84,0.0123,Low
Merch_15328,Hudson And Sons,Unknown,70116,5,43.9,0.007,Low
Merch_15329,Diaz Plc,Unknown,Abc12,1,140.39,0.0656,Low
Merch_15330,Jones-Estes,Services,18315,2,Unknown,0.0063,Low
Merch_15331,Cummings-Perry,Unknown,76097,0,17.27,0.0135,Low
Merch_15332,Ballard-Riley,Digital,22769,1,42.96,0.0123,Low
Merch_15333,Lambert Llc,Retail,37937,16,$13.68,2.19%,Low
Merch_15334,Jones-Bailey,Unknown,06130,7,61.78,0.0337,Low
Merch_15335,"Lewis, Andrews And Petty",Unknown,83635Extra,4,146.55,0.0047,Low
Merch_15336,Crawford-Miller,Wholesale,90337,7,$45.52,0.0104,Medium
Merch_15337,Thompson Plc,Wholesale,06625,Unknown,-21.79,0.0359,Low
Merch_15338,"Thompson, Snyder And Morris",Unknown,62232,1,49.66,0.0476,Low
Merch_15339,Jones Group,Retail,86750,4,97.53,0.008,Low
Merch_15340,"Gonzalez, Lang And Ryan",Services,54557,6,14.55,Unknown,Unknown
Merch_15341,"Wood, Bonilla And Wagner",Unknown,08037,7,67.42,0.0227,Low
Merch_15342,Hays Inc,Retail,59298,-1,$50.59,0.085,Unknown
Merch_15343,"Jensen, Roman And Robinson",Retail,59569,Unknown,60.96,0.0166,Low
Merch_15344,Hernandez-Mueller,Wholesale,31864,5,$722.02,0.0144,Low
Merch_15345,"Mcgrath, Wood And Lopez",Wholesale,07826,10,47.1,0.0077,Medium
Merch_15346,Comp&Ny Inc,Manufacturing,73013,1,60.67,0.0126,Low
Merch_15347,"Johnson, Little And Roberts",Unknown,35979,0,50.73,0.0265,Unknown
Merch_15348,Comp&Ny Inc,Unknown,12914,1,158.19,Unknown,Low
Merch_15349,Mcmahon-Edwards,Manufacturing,Abc12,4,13.51,0.0442,Medium
Merch_15350,"Young, Edwards And Dean",Manufacturing,Unknown,1,31.69,0.051,Low
Merch_15351,Trade-Co,Manufacturing,7610,20 Years,101.01,0.0067,Low
Merch_15352,Peterson Inc,Services,76628Extra,1,179.42,Unknown,Low
Merch_15353,Adams-Foster,Services,Abc12,0,78.58,0.0602,Low
Merch_15354,"Green, Armstrong And Snow",Unknown,62963,1,96.75,0.0288,Low
Merch_15355,"Reyes, Mckinney And Woods",Unknown,56244,1,16.33,0.0433,Low
Merch_15356,Trade-Co,Unknown,15453,1,48.89,0.0133,Unknown
Merch_15357,Johnson Inc,Wholesale,Abc12,3,18.58,0.0325,Low
Merch_15358,"Singleton, Lopez And Collins",Retail,Abc12,4,Unknown,Unknown,Low
Merch_15359,"Lawson, Jensen And Franklin",Unknown,09246,4,9.34,0.0192,Low
Merch_15360,Ortiz-Jordan,Digital,18329,11,$17.59,0.0089,Low
Merch_15361,Castaneda Inc,Unknown,69075Extra,17,32.49,0.024,Low
Merch_15362,Willis And Sons,Manufacturing,Unknown,0 Years,29.47,0.0166,Low
Merch_15363,Manning-Wilson,Services,6288,Unknown,86.55,0.0049,Low
Merch_15364,"Miller, Colon And Brooks",Unknown,67473,26,25.16,0.0304,Medium
Merch_15365,Hunter-Walker,Wholesale,Abc12,0,23.38,0.0029,Medium
Merch_15366,Brown-Martin,Unknown,21399,6,83.59,0.0163,Low
Merch_15367,Smith Plc,Manufacturing,25164,8,181.04,4.09%,Low
Merch_15368,Supply-Partners,Wholesale,60035,0,5.34,0.0101,Medium
Merch_15369,Holmes-Pace,Other,78711,3,70.98,0.037,Medium
Merch_15370,Reyes Ltd,Retail,60890,Unknown,172.42,0.0087,Low
Merch_15371,Harris-Adkins,Unknown,09150,4,77.53,Unknown,Medium
Merch_15372,Powell-Wu,Retail,Unknown,2,28.36,0.0036,Low
Merch_15373,Jones-Nelson,Unknown,15441,4,16.18,0.0022,Low
Merch_15374,Mayo Ltd,Wholesale,1764,4,60.16,1.91%,Low
Merch_15375,Butler Plc,Wholesale,Abc12,0,$2.4,0.0555,Medium
Merch_15376,"Snow, Moore And Matthews",Wholesale,31512,0,Unknown,0.0483,Low
Merch_15377,"Davis, Stewart And Diaz",Digital,06472,7,20.6,0.0457,Low
Merch_15378,Marshall Inc,Digital,92717,5,133.67,0.019,Low
Merch_15379,Supply-Partners,Wholesale,Abc12,0,74.17,0.0024,High
Merch_15380,Robertson Llc,Manufacturing,52442,1,$142.9,0.0079,Low
Merch_15381,Pope-Cole,Retail,Abc12,9,2.27,0.0226,Low
Merch_15382,Morton Plc,Digital,Abc12,Unknown,130.14,0.0189,Low
Merch_15383,Smith Plc,Services,65341,Unknown,25.89,0.036,High
Merch_15384,"Lopez, Sanchez And Patterson",Retail,14889,0,212.81,Unknown,Low
Merch_15385,Patrick Inc,Manufacturing,23165,Unknown,57.35,Unknown,Low
Merch_15386,"Brown, Berry And Smith",Unknown,11073Extra,Unknown,85.93,0.0314,Medium
Merch_15387,Wilson Ltd,Digital,20158Extra,1,$6.92,0.0121,Medium
Merch_15388,Trade-Co,Digital,27372,12,$16.75,0.0037,Low
Merch_15389,Santiago-Moore,Digital,13853,2,$7.1,0.0021,Medium
Merch_15390,Foley-Duncan,Unknown,Abc12,1,27.98,0.015,Low
Merch_15391,"Johnson, Peterson And Thompson",Retail,09095,4,$58.02,0.0057,Medium
Merch_15392,Conner Ltd,Services,98449,11,6.25,0.0449,Low
Merch_15393,"Brewer, Davis And Arellano",Services,08295,0,23.48,0.0055,Medium
Merch_15394,"Chan, Smith And Brooks",Manufacturing,01635,1,38.8,0.0361,Low
Merch_15395,Goods-Llc,Digital,Abc12,1,247.58,0.0243,Low
Merch_15396,Colon-Jones,Unknown,Abc12,0,55.84,Unknown,High
Merch_15397,Supply-Partners,Wholesale,88813,16,369.67,0.0185,Low
Merch_15398,Dudley Group,Unknown,70305,Unknown,$33.36,0.0067,Medium
Merch_15399,Comp&Ny Inc,Manufacturing,10779,3,16.02,0.0141,Low
Merch_15400,Smith Llc,Wholesale,58412,10,164.57,0.0177,Low
Merch_15401,"Thomas, Davis And Mullins",Services,51894,4,32.18,0.0159,Medium
Merch_15402,Gray-Mora,Wholesale,72562,1,47.04,0.0125,Unknown
Merch_15403,"Morgan, Smith And Hernandez",Manufacturing,Unknown,6,59.16,0.0105,Low
Merch_15404,Ortiz-Ross,Services,17718,Unknown,12.68,0.0107,Low
Merch_15405,"Curtis, Patterson And Calhoun",Retail,01110,13,400.46,0.0047,Low
Merch_15406,"Myers, Ortiz And Valencia",Unknown,55333,1,295.28,0.0173,Medium
Merch_15407,Farley Llc,Unknown,95618,Unknown,$112.82,0.004,Unknown
Merch_15408,"Rodriguez, Adams And Brown",Services,10071Extra,0,18.69,0.0087,Low
Merch_15409,Trade-Co,Wholesale,05531,1 Years,-5.34,0.0124,Low
Merch_15410,Diaz-Newton,Digital,77577,1,66.52,Unknown,Low
Merch_15411,Diaz-Davis,Services,9974,4,24.37,0.0047,Low
Merch_15412,"Brennan, Murphy And Cline",Wholesale,80331,1,42.21,0.0136,Low
Merch_15413,Ibarra Llc,Manufacturing,94311,5,$178.35,4.08%,Low
Merch_15414,Hernandez Group,Manufacturing,51016,2,Unknown,0.0059,High
Merch_15415,Barnett-West,Services,43833,9,16.66,0.0108,Medium
Merch_15416,Carter And Sons,Digital,92311,0,81.82,1.25%,Low
Merch_15417,"Hughes, Olson And Bell",Retail,59450,2,1.49,0.0153,Unknown
Merch_15418,"Kirk, Wade And Beck",Unknown,Abc12,1,12.83,0.0317,Low
Merch_15419,Mcdonald-Wagner,Manufacturing,97076,0,$574.88,0.0158,Low
Merch_15420,"Shields, Wright And Strickland",Digital,88872,-3,22.64,0.0229,Medium
Merch_15421,Alexander Group,Unknown,03881,10,104.6,0.0097,Low
Merch_15422,"Adams, Martin And Garcia",Wholesale,36399,Unknown,128.58,2.27%,Medium
Merch_15423,Guzman-Moore,Digital,87585,6,150.34,0.0096,Medium
Merch_15424,"Greer, Hess And Mitchell",Wholesale,Abc12,2,51.13,0.0471,Medium
