merchant_id,merchant_name,merchant_category,location_zip,years_in_business,avg_transaction_value,chargeback_rate,risk_tier
MERCH_10501,Goods-LLC,Manufacturing,6739,-7,3366.32,0.0218,low
MERCH_10502,"SANCHEZ, ROSS AND VELEZ",Wholesale,37075,Unknown,Unknown,0.0113,low
MERCH_10503,Smith Inc,Wholesale,91708,24,153.41,0.0154,medium
MERCH_10504,Carson-Vance,Digital,6118,4,Unknown,0.73%,low
MERCH_10505,"Odom, Dean and Barron",Unknown,80039EXTRA,5,61.32,0.0195,low
MERCH_10506,Taylor-Franklin,Other,68298,0,9.48,0.0371,medium
MERCH_10507,Bennett-Wallace,Unknown,74288EXTRA,1,22.87,Unknown,low
MERCH_10508,Reeves PLC,Retail,74173,20,3.13,0.0051,low
MERCH_10509,Henderson PLC,Manufacturing,5304,0,Unknown,0.0203,medium
MERCH_10510,"Murillo, Hansen and Williams",Manufacturing,84420,0,202.89,0.0171,low
MERCH_10511,"Gonzales, Matthews and Snyder",Wholesale,40411,8,20.8,0.0189,low
MERCH_10512,Goods-LLC,Services,79429,6,$24.89,0.0274,low
MERCH_10513,Supply-Partners,Retail,83177,2,225.62,0.0151,unknown
MERCH_10514,Arnold-Gordon,Services,8892,Unknown,28.78,0.0457,low
MERCH_10515,Clements and Sons,Digital,Unknown,24,165.71,0.0049,low
MERCH_10516,Goodwin-Hill,Unknown,76535EXTRA,1,32.55,0.0056,high
MERCH_10517,Sweeney LLC,Manufacturing,72872,4,228.78,0.0336,low
MERCH_10518,Johnson PLC,Digital,44280,0 years,3.22,0.9972,low
MERCH_10519,MCCARTHY INC,Unknown,51582,5,Unknown,0.0392,low
MERCH_10520,Bailey LLC,Services,25541,0,56.05,Unknown,medium
MERCH_10521,"Reyes, Rowland and Brown",Unknown,ABC12,1,221.01,0.0065,low
MERCH_10522,Nguyen-Gregory,Manufacturing,1173,2,$82.28,0.0199,low
MERCH_10523,Mccarthy and Sons,Services,18546,2,$29.3,0.0033,low
MERCH_10524,"Stevens, Hansen and Estes",Retail,18648,8,57.45,0.0523,medium
MERCH_10525,Garrett and Sons,Digital,46518,1,68.69,0.0045,medium
MERCH_10526,Trade-Co,Unknown,32349,0,2.93,0.0012,medium
MERCH_10527,Mills Group,UNKNOWN,39042EXTRA,3,38.69,0.052,low
MERCH_10528,Cohen-Miller,Unknown,07455,1,192.37,0.0246,high
MERCH_10529,VEGA-ADAMS,Retail,96965,0,17.42,0.0205,low
MERCH_10530,Kline-Thompson,Digital,Unknown,9,29.93,0.008,low
MERCH_10531,"Johnson, Johnson and Sanders",Unknown,1436,13,106.26,0.0044,low
MERCH_10532,"Jackson, Crawford and Faulkner",Unknown,49682,5,16.45,0.011,medium
MERCH_10533,Francis PLC,Unknown,70053,8,$115.8,0.008,medium
MERCH_10534,"Bailey, Ward and Alexander",Wholesale,43218,-2,14.64,0.0166,low
MERCH_10535,"Smith, Kennedy and Nelson",Retail,29258,7,$7.45,0.0091,medium
MERCH_10536,Yang-Adkins,Retail,81192,1,63.85,0.0175,low
MERCH_10537,Conner-Beck,Unknown,35848,8 years,$97.5,0.0474,medium
MERCH_10538,Dominguez Inc,Manufacturing,57715,Unknown,123.91,0.0194,low
MERCH_10539,"Strong, Parrish and Cunningham",Manufacturing,64835,1,4.27,0.0128,low
MERCH_10540,Smith and Sons,Services,Unknown,14,30.15,0.48%,low
MERCH_10541,"Patton, West and Montes",Other,38331,3,632.34,Unknown,low
MERCH_10542,Anderson Ltd,Unknown,54788,0,57.72,0.0202,unknown
MERCH_10543,"Montgomery, Scott and Poole",Manufacturing,35050,5,75.56,0.0029,low
MERCH_10544,Trade-Co,Digital,63221,0,19.53,0.0178,medium
MERCH_10545,"Pena, Roberts and Williams",Services,04878,2,22.23,0.0135,low
MERCH_10546,TRADE-CO,Manufacturing,62431,9,27.28,0.0191,low
MERCH_10547,"Schneider, Ramirez and Reed",Manufacturing,97875,8,615.63,Unknown,low
MERCH_10548,Wright Ltd,Digital,98507,1,9.48,0.0915,medium
MERCH_10549,Watson-Johnson,Services,85683,-4,$24.28,6.04%,medium
MERCH_10550,White-Baker,Manufacturing,60112,0,$90.78,0.0089,low
MERCH_10551,"Nelson, Butler and Snyder",Digital,ABC12,1,306.7,0.0022,unknown
MERCH_10552,"Smith, Carter and Warner",Unknown,68910EXTRA,8,33.58,Unknown,low
MERCH_10553,"Patton, Davis and Fox",Manufacturing,51652,17,3.95,0.025,low
MERCH_10554,HANSON GROUP,Unknown,36366,3,Unknown,0.0218,low
MERCH_10555,"PHILLIPS, KAUFMAN AND TURNER",Digital,40106EXTRA,10,2.23,0.0082,medium
MERCH_10556,Bates-Shaffer,Services,86870,1,33.73,Unknown,low
MERCH_10557,Reeves-Hoffman,Digital,10186,0,32.97,0.0103,low
MERCH_10558,Smith-Smith,Services,13335,2,Unknown,0.0152,low
MERCH_10559,Ramirez-Marquez,Digital,81675,2,34.61,0.5407,low
MERCH_10560,Blackwell-Roman,Services,31964,7,$112.18,0.0318,low
MERCH_10561,"Griffin, Cummings and Patterson",Manufacturing,29327,9,29.17,3.91%,low
MERCH_10562,"Velez, Hoover and Costa",Wholesale,58293,3,8.63,0.0034,medium
MERCH_10563,"Wilson, Brown and Hansen",Wholesale,97878,2,50.76,1.27%,medium
MERCH_10564,Moore and Sons,Unknown,62678,5,7.28,0.0111,low
MERCH_10565,Ellison Ltd,Unknown,96316,Unknown,63.44,0.0111,low
MERCH_10566,Davis-Fernandez,Digital,17511,1 years,159.65,Unknown,medium
MERCH_10567,Trade-Co,Digital,9835,8,256.23,0.0134,low
MERCH_10568,"Anderson, Berry and Acosta",Unknown,8849,4,40.86,0.2407,low
MERCH_10569,"Lucas, Ali and Graham",Services,ABC12,0,Unknown,0.0082,low
MERCH_10570,"Phillips, Aguirre and Carter",Manufacturing,3213,3 years,120.91,0.0293,low
MERCH_10571,GOODS-LLC,Manufacturing,63109,4,18.24,0.0048,medium
MERCH_10572,"PETERSON, HEBERT AND COOK",Digital,31834,0,Unknown,0.0083,high
MERCH_10573,"Campbell, Jackson and King",Manufacturing,76743EXTRA,Unknown,13.37,0.07,unknown
MERCH_10574,Cooley Ltd,Wholesale,44177,1,14.69,Unknown,medium
MERCH_10575,Jackson and Sons,Unknown,37776EXTRA,19,12.06,Unknown,low
MERCH_10576,WEBER INC,Unknown,57949,7,44.27,0.0259,low
MERCH_10577,"Moore, Smith and Jones",Retail,ABC12,1,43.61,3.55%,low
MERCH_10578,Hill Inc,Retail,57400,-8,65.9,0.0091,medium
MERCH_10579,"Rose, Jackson and Barton",Wholesale,ABC12,0,20.42,0.0537,low
MERCH_10580,"Parker, Berry and Diaz",Unknown,55705,3,244.5,0.0117,low
MERCH_10581,"PRINCE, KENNEDY AND ADAMS",Retail,Unknown,1,32.49,0.0315,low
MERCH_10582,Supply-Partners,Digital,68220,0,$21.19,0.0133,low
MERCH_10583,"Brown, Moore and Adams",Retail,90875,5,Unknown,0.022,medium
MERCH_10584,Roberson-Anderson,Digital,88047EXTRA,2,Unknown,0.0084,low
MERCH_10585,Frank-Barry,Unknown,39725,1,Unknown,0.0156,low
MERCH_10586,"Reese, Santiago and Garcia",Wholesale,66202,4 years,2.39,0.0023,low
MERCH_10587,Trade-Co,Digital,69466,0,$18.82,0.0178,medium
MERCH_10588,Jackson-Gonzalez,Manufacturing,66798,6,28.18,0.0248,low
MERCH_10589,Rivers and Sons,Wholesale,52563,2,33.08,0.0041,medium
MERCH_10590,"Davidson, Edwards and Nelson",Digital,18158,Unknown,15.06,0.0066,low
MERCH_10591,"WHITEHEAD, FISHER AND WAGNER",Manufacturing,15303,3,121.28,0.0203,low
MERCH_10592,"Gill, Wood and Orozco",Unknown,58513EXTRA,1,-2.83,Unknown,low
MERCH_10593,Adams Inc,Services,Unknown,8,$247.27,Unknown,low
MERCH_10594,Scott-Patterson,Unknown,09228,5,14.31,0.0128,medium
MERCH_10595,Briggs PLC,Wholesale,35348,-9,13.81,0.0216,low
MERCH_10596,Parks-Gallagher,Retail,11482,0 years,47.29,0.0108,high
MERCH_10597,Foster LLC,Unknown,47406,6,41.63,0.0129,medium
MERCH_10598,Cantrell and Sons,Services,86338,Unknown,$171.02,Unknown,low
MERCH_10599,Norman Inc,Manufacturing,53973,3,$78.74,0.0122,medium
MERCH_10600,Ramos-Williams,Unknown,66934,5,57.45,0.0265,low
MERCH_10601,"Williams, Beck and Yu",Digital,19486,Unknown,22.46,0.01,low
MERCH_10602,Comp&ny Inc,Unknown,39778,5,Unknown,Unknown,unknown
MERCH_10603,Jones-Park,Unknown,5459,0,29.1,0.0128,medium
MERCH_10604,Galloway LLC,Services,55330,20,90.19,0.0135,low
MERCH_10605,"Blair, Henderson and Clayton",Unknown,26055,0,4.22,0.0145,low
MERCH_10606,Vance Group,Services,12789,4,Unknown,2.23%,low
MERCH_10607,Williams Group,Unknown,40455,0,$4.14,0.0118,low
MERCH_10608,Stephens Ltd,Unknown,84091,-1,61.29,0.018,low
MERCH_10609,"Graham, Sheppard and Davis",Retail,83969,3 years,Unknown,0.2672,low
MERCH_10610,"Callahan, Simmons and Torres",Manufacturing,78302,0,423.77,0.046,low
MERCH_10611,HOLLAND-ADKINS,Manufacturing,60974,8 years,21.15,Unknown,low
MERCH_10612,Hall-Robinson,Unknown,44014,Unknown,22.36,0.0103,low
MERCH_10613,Garcia Ltd,Digital,ABC12,Unknown,Unknown,0.0295,medium
MERCH_10614,Weaver LLC,Digital,55561,7,48.69,0.0354,unknown
MERCH_10615,Diaz Group,Services,00723,Unknown,53.63,0.011,medium
MERCH_10616,Biz-Corp,Retail,06991,Unknown,67.67,0.0083,low
MERCH_10617,"Chen, Neal and Johnson",Wholesale,96040,4,44.7,Unknown,high
MERCH_10618,Mullen Ltd,Services,ABC12,4,47.42,0.0328,low
MERCH_10619,"Dean, Snyder and Huang",Retail,54226,1,58.92,Unknown,low
MERCH_10620,Hunter Group,Unknown,35381,30,$25.89,0.0303,low
MERCH_10621,Cortez Inc,Unknown,60104,1,66.88,0.0205,low
MERCH_10622,"Rodriguez, Castillo and Blanchard",Manufacturing,94327,5,19.58,0.0003,unknown
MERCH_10623,Boyer-Maxwell,Retail,71872,6,190.73,Unknown,low
MERCH_10624,"Johnson, Smith and Knapp",Retail,41399EXTRA,6,4.88,0.0111,Unknown
MERCH_10625,Biz-Corp,Digital,64605,4,3.42,0.025,low
MERCH_10626,Peterson Group,Digital,80680,Unknown,12.94,0.0061,medium
MERCH_10627,Ward-Schultz,Retail,8625,10,53.34,0.0462,low
MERCH_10628,Biz-Corp,Retail,38680,7,Unknown,0.0134,low
MERCH_10629,Long Inc,Unknown,88706,Unknown,50.36,0.0031,low
MERCH_10630,Comp&ny Inc,Manufacturing,19867,0,82.12,0.0172,low
MERCH_10631,"Gutierrez, Francis and Taylor",Wholesale,1975,0,$12.78,0.0114,low
MERCH_10632,Barnes-Snyder,Digital,47709,3,116.96,1.41%,low
MERCH_10633,Larson-Cook,Unknown,65941,19,10.43,0.0067,low
MERCH_10634,"Wiggins, Simpson and Collins",Digital,48297,1,$370.49,0.001,unknown
MERCH_10635,Smith-Nelson,Services,85952,3,154.39,0.0125,low
MERCH_10636,"Ware, Ellis and Anderson",Digital,45623,2,1.38,0.0393,medium
MERCH_10637,Comp&ny Inc,Unknown,ABC12,Unknown,$37.54,0.4754,medium
MERCH_10638,LONG PLC,Retail,09925,Unknown,231.26,0.021,low
MERCH_10639,"Norris, Melendez and Moore",Unknown,63143,5,451.08,0.0166,low
MERCH_10640,Romero and Sons,Unknown,68547,1,$121.77,Unknown,medium
MERCH_10641,Supply-Partners,Digital,14468,11,-5.84,0.0122,low
MERCH_10642,Mason-Valdez,Unknown,Unknown,0,516.37,0.0323,low
MERCH_10643,Mcgee-Gonzalez,Other,17963,1,67.6,0.0092,low
MERCH_10644,"Jones, Morrison and Mcclain",Digital,30939,4,-13.02,0.0077,low
MERCH_10645,Jacobson PLC,Retail,65206,1,Unknown,0.0135,low
MERCH_10646,King-Griffith,Services,96262,3,72.77,0.0027,high
MERCH_10647,Hunt LLC,Services,45480,Unknown,35.96,0.0332,low
MERCH_10648,Kent-Pruitt,Wholesale,ABC12,2,39.7,0.695,medium
MERCH_10649,Potter Ltd,Digital,14008,10,$30.26,0.0112,high
MERCH_10650,Hall LLC,Retail,6844,4,77.54,Unknown,low
MERCH_10651,Biz-Corp,Manufacturing,80247,4,508.7,0.0772,low
MERCH_10652,"Mcdonald, Lee and Johnson",Digital,15307,1,$66.64,0.0105,low
MERCH_10653,"Riley, Coleman and Hall",Unknown,14208,6,34.91,0.0198,low
MERCH_10654,Lee and Sons,Manufacturing,90807,1,27.1,0.0049,low
MERCH_10655,Summers Ltd,Wholesale,78730,0,119.63,Unknown,medium
MERCH_10656,Brown Ltd,Digital,71674,0,$159.38,0.0088,low
MERCH_10657,"House, Jenkins and Austin",Digital,ABC12,5,Unknown,0.012,low
MERCH_10658,Kelly and Sons,Unknown,9363,3,149.12,0.007,low
MERCH_10659,Avery-Jones,Digital,65458,2,13.98,0.0124,medium
MERCH_10660,Supply-Partners,Services,24693,-22,-7.76,0.0099,low
MERCH_10661,Tate-Thomas,Services,63387,0,15.19,0.5607,medium
MERCH_10662,"Lee, Dixon and Hartman",Other,53394,0,5.81,0.0104,high
MERCH_10663,Biz-Corp,Unknown,82667,1,$12.6,0.0192,unknown
MERCH_10664,Stein Inc,Retail,51464,8,$74.4,0.0428,low
MERCH_10665,"COLLINS, MORRIS AND WILLIAMS",Digital,04867,-2,$121.1,0.0036,medium
MERCH_10666,Pham Inc,Wholesale,51294,Unknown,32.59,0.0043,low
MERCH_10667,Boyd and Sons,Manufacturing,32203,1,$49.52,0.0166,high
MERCH_10668,Chandler-Johnson,Services,09175,0,34.5,Unknown,high
MERCH_10669,"MILLER, SAVAGE AND JONES",Retail,15236,2,45.63,Unknown,low
MERCH_10670,Biz-Corp,Unknown,2029,5,$81.97,0.0196,low
MERCH_10671,Lewis and Sons,Unknown,8720,4,$36.16,0.0095,low
MERCH_10672,Scott Ltd,Retail,ABC12,7,$68.4,Unknown,medium
MERCH_10673,Goods-LLC,Digital,11119,1,279.61,0.0221,low
MERCH_10674,Comp&ny Inc,Wholesale,65136,-1,$168.43,0.01,high
MERCH_10675,Goods-LLC,Services,89933,Unknown,$5.94,0.0029,low
MERCH_10676,Johnson-Stewart,Wholesale,42031,3,52.74,Unknown,low
MERCH_10677,"LEWIS, NEAL AND ROSALES",Services,90322,11,38.26,0.0321,medium
MERCH_10678,Barnes-Johnson,Digital,ABC12,Unknown,$48.79,0.0168,low
MERCH_10679,"Henry, Stewart and Ingram",Wholesale,Unknown,12,90.17,0.0152,low
MERCH_10680,"KING, TAYLOR AND ROBBINS",Digital,56882,4,$223.49,2.6%,low
MERCH_10681,Richmond Ltd,UNKNOWN,64507,0,$23.91,0.0055,medium
MERCH_10682,Rivera-Patterson,Manufacturing,22403,2,$11.34,0.0149,low
MERCH_10683,Shields-Morales,Unknown,2491,3,Unknown,0.0104,medium
MERCH_10684,Thompson-Solomon,Digital,11410,11,$46.84,0.0232,low
MERCH_10685,Khan and Sons,Unknown,95341,5,372.68,0.0062,medium
MERCH_10686,Carlson-Lee,Retail,08126,5,Unknown,Unknown,medium
MERCH_10687,"Shea, Zimmerman and Floyd",Other,99513,Unknown,Unknown,0.0183,medium
MERCH_10688,Williams PLC,Services,18050,2,44.94,0.0191,low
MERCH_10689,"Patel, Bridges and Martinez",Unknown,Unknown,0,Unknown,0.0207,Unknown
MERCH_10690,Abbott Group,Digital,ABC12,13,296.99,0.0415,low
MERCH_10691,Goods-LLC,Wholesale,53224,8,70.15,0.0251,low
MERCH_10692,"Atkinson, Williams and Murray",Wholesale,45153,2,Unknown,0.0117,low
MERCH_10693,"YOUNG, RODRIGUEZ AND BROWN",Unknown,91040,1 years,33.3,0.5825,medium
MERCH_10694,Oneill and Sons,Manufacturing,04583,6,$104.66,0.0356,low
MERCH_10695,"Vargas, Harrison and Lewis",Digital,24685,5,73.32,0.0022,low
MERCH_10696,Roman and Sons,Manufacturing,34830,5,$127.29,0.051,medium
MERCH_10697,Park-Drake,Retail,71576,3,22.18,0.0027,Unknown
MERCH_10698,"Young, Williamson and Woodard",Unknown,98529,16,77.73,0.0302,low
MERCH_10699,Carlson-Evans,Services,96372,3,$100.16,0.0428,low
MERCH_10700,"Crawford, Lee and Everett",Manufacturing,ABC12,1,5.72,0.0194,medium
MERCH_10701,Mcdaniel-Hill,Manufacturing,7871,1,13.24,0.0057,low
MERCH_10702,"Santana, Davis and Martin",Manufacturing,Unknown,8,53.85,0.61,unknown
MERCH_10703,Hinton-Wilson,Unknown,26109,21,127.99,0.0212,low
MERCH_10704,"Gardner, Johnson and Porter",Unknown,ABC12,4,1028.59,0.0485,low
MERCH_10705,"Alexander, Price and Mitchell",Services,37516,Unknown,9.28,0.0077,low
MERCH_10706,Woodward Group,Digital,ABC12,5,50.43,0.0238,low
MERCH_10707,Lynch Inc,Retail,48729,1,Unknown,0.0314,low
MERCH_10708,GRIFFITH-PERRY,Wholesale,39509,6,38.96,0.1124,low
MERCH_10709,Boone-Johnston,Unknown,Unknown,2,Unknown,Unknown,low
MERCH_10710,Brown-Harrison,Manufacturing,27846,2,33.01,0.0074,low
MERCH_10711,Obrien-Ortiz,Services,35983,2,41.5,0.0176,medium
MERCH_10712,"Walker, Walker and Howard",Unknown,87452,12,$107.42,0.0174,low
MERCH_10713,Anderson Group,Services,03706,5 years,50.68,0.0104,medium
MERCH_10714,Jennings PLC,Unknown,42777,7,79.03,0.0077,low
MERCH_10715,James-Shaw,Retail,8368,12,60.19,0.0252,medium
MERCH_10716,"Jefferson, Wang and Williams",Manufacturing,ABC12,8,25.56,0.016,low
MERCH_10717,Supply-Partners,Unknown,78206,10,Unknown,0.0148,low
MERCH_10718,Biz-Corp,Wholesale,1444,0,211.19,0.0122,medium
MERCH_10719,"Gibson, Norton and Bell",Digital,44662,-2,-8.71,Unknown,high
MERCH_10720,Murray-Lynch,Wholesale,07304,1,16.53,0.0117,medium
MERCH_10721,BIZ-CORP,Retail,87258EXTRA,Unknown,17.9,0.0317,low
MERCH_10722,"Perez, Adams and Stevens",Services,34887,3,-2.79,0.0158,high
MERCH_10723,Goods-LLC,Digital,01621EXTRA,1,16.16,Unknown,low
MERCH_10724,Supply-Partners,Unknown,21511,6,20.82,Unknown,low
MERCH_10725,"Beard, Howard and Cook",Retail,Unknown,29,$75.3,0.0178,low
MERCH_10726,Manning Inc,Retail,Unknown,0,18.9,0.0064,low
MERCH_10727,Sanchez Group,Unknown,1635,8,94.86,Unknown,medium
MERCH_10728,"Davis, Hester and Spears",Unknown,82367,-11,$76.84,0.0334,medium
MERCH_10729,Mccarthy-Wright,UNKNOWN,74697,6,$41.91,0.0209,low
MERCH_10730,PERRY-JENNINGS,Digital,54088,5,55.53,0.0346,low
MERCH_10731,Kidd Ltd,Services,24043,0,$34.46,0.0102,medium
MERCH_10732,Clements Inc,Wholesale,78908,0,6.13,Unknown,low
MERCH_10733,Murray-Day,Unknown,6049,Unknown,10.17,Unknown,medium
MERCH_10734,CONTRERAS-WADE,Digital,7834,0,122.8,Unknown,low
MERCH_10735,Glass-Pratt,Unknown,6483,1,$28.33,0.0229,low
MERCH_10736,"Bennett, Fowler and Thompson",Unknown,ABC12,0,Unknown,Unknown,low
MERCH_10737,"Snyder, Clark and Cochran",Unknown,86603EXTRA,4,142.53,0.0146,low
MERCH_10738,Murray Inc,Digital,94442,5,Unknown,0.0344,medium
MERCH_10739,"White, Cox and King",Digital,44067EXTRA,0,452.04,0.0099,low
MERCH_10740,"Green, Hoffman and Gomez",Wholesale,27153,0,6.29,0.0185,low
MERCH_10741,Supply-Partners,Unknown,72934,1,75.16,0.0239,low
MERCH_10742,Hernandez Inc,Digital,26407EXTRA,16,7.19,0.0181,low
MERCH_10743,"Dunn, Mahoney and Miller",Digital,71803,6,$5.68,1.91%,medium
MERCH_10744,"Jones, Hammond and Ortiz",Retail,93631,8,261.73,0.0397,low
MERCH_10745,BUCHANAN PLC,Digital,41070,9,535.99,0.0077,unknown
MERCH_10746,Vega and Sons,Wholesale,60627,0,91.73,0.0066,Unknown
MERCH_10747,Cohen-May,Manufacturing,19982,2,55.96,0.0393,low
MERCH_10748,Dixon and Sons,Retail,82326,1,69.67,0.0039,low
MERCH_10749,"Berg, Jacobs and Horton",Unknown,08275,5,$49.65,0.0066,low
MERCH_10750,Hall-Martin,Wholesale,99318,5 years,169.09,0.0204,medium
MERCH_10751,"Farmer, Scott and Jones",Services,5675,12,$48.61,0.0018,medium
MERCH_10752,"Reyes, Scott and Hurst",Services,ABC12,2,Unknown,Unknown,low
MERCH_10753,Comp&ny Inc,Services,64956,1,79.12,0.0133,medium
MERCH_10754,"Reid, Watts and Phillips",Digital,ABC12,2,$127.88,0.0082,medium
MERCH_10755,Hamilton-Torres,Other,76799,1,38.22,0.0202,medium
MERCH_10756,"Taylor, Sanchez and Castillo",Unknown,80275,1,9.07,0.0151,low
MERCH_10757,Torres-Kelly,Unknown,96387EXTRA,1,103.0,0.0324,high
MERCH_10758,BALL-TATE,Services,03927,5,35.86,0.0096,low
MERCH_10759,Preston PLC,Manufacturing,07897,7,11.59,Unknown,low
MERCH_10760,Schultz Ltd,Unknown,91613,6,$218.65,0.01,medium
MERCH_10761,"Best, Phillips and Peterson",Retail,1486,13,Unknown,0.0054,low
MERCH_10762,Simmons PLC,Manufacturing,5952,4,Unknown,0.0154,medium
MERCH_10763,TRADE-CO,Digital,ABC12,7,Unknown,0.0366,low
MERCH_10764,"Velasquez, Alexander and Hendrix",Wholesale,Unknown,3,$18.6,0.4668,medium
MERCH_10765,Nelson PLC,Unknown,4347,3,19.98,0.0034,low
MERCH_10766,Biz-Corp,Other,47853,0,52.89,0.0054,low
MERCH_10767,Nelson and Sons,Manufacturing,10744,5,120.57,0.0106,low
MERCH_10768,Goods-LLC,Manufacturing,04295,18,17.86,0.0561,low
MERCH_10769,Goods-LLC,Wholesale,82660,0,Unknown,0.0172,low
MERCH_10770,Benton-Sanders,Services,85189,0,4.74,0.0153,medium
MERCH_10771,"HUFFMAN, POOLE AND FISCHER",Services,47191,Unknown,489.15,0.0217,high
MERCH_10772,Trade-Co,Unknown,14923,5,87.76,Unknown,high
MERCH_10773,"Farmer, Smith and Alvarez",Wholesale,00694,5,Unknown,0.0162,medium
MERCH_10774,"Doyle, Wood and Butler",UNKNOWN,ABC12,0,35.16,1.28%,low
MERCH_10775,"Flores, Dixon and Rubio",Retail,91535,0,34.43,0.0069,low
MERCH_10776,"Sampson, Cummings and Ellis",Unknown,25492,2,526.84,0.0467,low
MERCH_10777,Houston-King,Digital,05726,Unknown,64.1,0.0036,low
MERCH_10778,Martinez Ltd,Manufacturing,13242,7,12.53,0.0729,low
MERCH_10779,MARTINEZ-DAVIDSON,Wholesale,61784,7,22.22,0.0136,low
MERCH_10780,"Perez, Irwin and Anderson",Unknown,98591,Unknown,24.76,0.03,medium
MERCH_10781,"Anderson, Wallace and Briggs",Wholesale,56517,7,104.77,0.0139,low
MERCH_10782,Hall Inc,Retail,04412,0,$404.13,0.0178,low
MERCH_10783,"Day, Diaz and Sandoval",Retail,41747,1,53.96,0.0233,Unknown
MERCH_10784,Brooks-Smith,Unknown,69641,5,13.24,0.0041,low
MERCH_10785,"Lopez, Mcfarland and Pugh",Retail,59673,1,84.47,0.0229,low
MERCH_10786,"Richardson, Davis and Lewis",Digital,96106,3,928.31,0.0232,low
MERCH_10787,Morrow PLC,Retail,ABC12,7,185.77,0.0155,low
MERCH_10788,Perez-Freeman,Manufacturing,ABC12,4,53.66,0.0214,low
MERCH_10789,"Perry, Hoffman and King",Manufacturing,95626,0,$9.75,0.0266,low
MERCH_10790,Parker-Wood,Retail,86505,11,37.39,0.0049,low
MERCH_10791,Martin-Carson,Unknown,80864,2,10.09,0.0014,low
MERCH_10792,"Hoffman, Abbott and Martin",Unknown,23208,Unknown,158.49,0.0071,low
MERCH_10793,"Kelly, Mason and French",Unknown,83553,2,8.53,0.019,high
MERCH_10794,Comp&ny Inc,Services,01770EXTRA,14,13.18,0.0171,low
MERCH_10795,Beard-Becker,Retail,Unknown,11,43.41,0.0153,low
MERCH_10796,"Schmidt, Martin and Howard",Retail,32046,0,26.02,0.0095,low
MERCH_10797,Duran Group,Services,6026,17,$34.1,0.0236,low
MERCH_10798,Jones and Sons,Wholesale,55503,Unknown,23.06,0.0296,low
MERCH_10799,Cunningham-Long,Digital,Unknown,5,-8.46,0.008,low
MERCH_10800,Miller-Sellers,Retail,1415,3,29.19,1.45%,low
MERCH_10801,Reed Inc,Retail,83546,8,10.39,0.0099,medium
MERCH_10802,Carey and Sons,Wholesale,17694,1,$190.86,Unknown,high
MERCH_10803,"Adkins, Saunders and Palmer",Manufacturing,ABC12,0,22.03,0.0024,low
MERCH_10804,Richardson-Sandoval,Manufacturing,52112,4,-9.7,0.0264,low
MERCH_10805,Chandler-Garcia,Unknown,1107,0,11.2,0.3051,low
MERCH_10806,"Welch, Huang and Ray",Retail,Unknown,1,10.43,0.0199,medium
MERCH_10807,Comp&ny Inc,Services,92690,-7,100.9,0.0099,low
MERCH_10808,Goods-LLC,Retail,80983,17,4.05,0.3936,low
MERCH_10809,Brown LLC,Services,41756,7,142.42,0.024,low
MERCH_10810,"Garcia, Larson and Snyder",Unknown,42278,4,Unknown,0.0258,low
MERCH_10811,Berry-Davis,Wholesale,17587EXTRA,3,48.32,0.0114,low
MERCH_10812,Holland LLC,Other,ABC12,3,Unknown,0.0248,low
MERCH_10813,Supply-Partners,Manufacturing,76745,11,Unknown,0.031,low
MERCH_10814,"Allen, Rush and Martinez",Unknown,94905,4,$2763.45,0.007,low
MERCH_10815,Jenkins-Tucker,Unknown,54772,0,$31.64,0.0321,low
MERCH_10816,Chang PLC,UNKNOWN,48419,Unknown,$65.65,Unknown,Unknown
MERCH_10817,BRANDT AND SONS,Digital,ABC12,0,Unknown,0.0138,medium
MERCH_10818,Williams-Figueroa,Manufacturing,25538,3 years,6.74,Unknown,high
MERCH_10819,Perkins Group,Services,87717,13,55.25,0.0669,low
MERCH_10820,"Horne, Wang and Cervantes",Manufacturing,61758,3,Unknown,0.0103,low
MERCH_10821,Kaiser LLC,Retail,04862,9,18.55,0.046,low
MERCH_10822,Nicholson LLC,Services,ABC12,6,27.2,0.0085,low
MERCH_10823,"Sellers, Johnson and Williams",Manufacturing,72248,5,$53.0,0.0204,high
MERCH_10824,"WERNER, THOMPSON AND GRAY",Retail,54835,14,114.61,0.0287,medium
MERCH_10825,Lawson-Reed,Services,23528,0,Unknown,0.0061,low
MERCH_10826,Hines-Sullivan,Unknown,ABC12,0,84.14,0.0461,low
MERCH_10827,Pineda Ltd,Unknown,Unknown,1,106.77,Unknown,medium
MERCH_10828,Cook-Morgan,Retail,36177,3,1390.37,0.0174,low
MERCH_10829,Hill Group,Unknown,24433,3,$22.54,Unknown,low
MERCH_10830,Shannon-Kennedy,Manufacturing,39344,6,152.31,0.009,low
MERCH_10831,Trade-Co,Services,ABC12,7,14.22,0.0018,medium
MERCH_10832,Murray-Reyes,Services,85790,Unknown,213.47,0.0066,low
MERCH_10833,Grant-Erickson,Manufacturing,14109,2,Unknown,0.0143,low
MERCH_10834,Biz-Corp,Retail,85181,14,18.07,Unknown,medium
MERCH_10835,"Oliver, Griffith and Duncan",Retail,09943,2,476.52,0.0065,medium
MERCH_10836,Supply-Partners,Unknown,80196,4,263.6,0.0206,low
MERCH_10837,Christian Ltd,Unknown,ABC12,Unknown,14.57,0.0131,low
MERCH_10838,Burton-Hogan,Retail,06342,7,191.67,0.0059,low
MERCH_10839,Obrien PLC,Other,89745,1,40.92,0.009,low
